DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,17,$27737.88,$9338.11,$7524.23
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,17,$43940.47,$10213.76,$9422.23
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,20,$14376.55,$9548.10,$8765.30
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,15,$20533.66,$11428.60,$11055.53
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,15,$28830.06,$8513.20,$6315.06
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,20,$11699.50,$8979.70,$8586.70
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,12,$24291.91,$9812.25,$8779.91
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,68,$63914.92,$25353.07,$23146.92
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,30,$32909.30,$23258.13,$22489.93
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,169,$93740.45,$27284.95,$26114.37
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,37,$68683.56,$17927.51,$16643.48
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,15,$66201.33,$19241.33,$18564.26
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,35,$59118.28,$22738.91,$21102.31
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,29,$74916.24,$24401.27,$23472.13
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,11,$24301.72,$24034.36,$23622.72
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,26,$79155.57,$22482.80,$21427.38
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,18,$42335.38,$22051.66,$20388.66
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,21,$35426.52,$23493.90,$22892.04
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,19,$28643.05,$25091.42,$24556.89
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,199,$31935.64,$12643.29,$10942.74
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,32,$43607.84,$11110.25,$9913.15
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,33,$40660.48,$13187.78,$11569.93
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,61,$26129.32,$13533.47,$12621.57
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,461,$41040.36,$13204.26,$11891.10
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,188,$45440.01,$10056.42,$8578.88
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,43,$27738.02,$12361.06,$11092.60
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,88,$41777.17,$10609.09,$9464.68
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,144,$33089.67,$12162.04,$10928.56
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,173,$45488.87,$13971.77,$12577.06
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,33,$13722.81,$12877.03,$11730.78
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,12,$20357.75,$15311.25,$14653.58
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,20,$21558.80,$14993.00,$14488.40
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,98,$33584.10,$10348.56,$9139.31
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,20,$34920.45,$13051.60,$12207.40
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,18,$22737.27,$12820.66,$11358.33
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,97,$20152.61,$11446.21,$10309.04
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,25,$29969.56,$13428.08,$12572.88
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,70,$18432.01,$13812.92,$12729.84
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,30,$29380.36,$13552.00,$12747.13
291 - HEART FAILURE & SHOCK W MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,50,$34062.52,$14412.74,$13512.26
291 - HEART FAILURE & SHOCK W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,217,$39227.94,$18498.01,$17751.44
291 - HEART FAILURE & SHOCK W MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,39,$43037.05,$14564.87,$13990.10
291 - HEART FAILURE & SHOCK W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,134,$52011.23,$17471.84,$16736.05
291 - HEART FAILURE & SHOCK W MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,71,$26452.95,$18318.33,$17259.04
291 - HEART FAILURE & SHOCK W MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,28,$33222.35,$18341.17,$17740.42
291 - HEART FAILURE & SHOCK W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,312,$72909.15,$20894.12,$19609.83
291 - HEART FAILURE & SHOCK W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,90,$97636.95,$15803.27,$14375.32
291 - HEART FAILURE & SHOCK W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,48,$42015.60,$17187.18,$16193.62
291 - HEART FAILURE & SHOCK W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,70,$42283.20,$15311.51,$13217.58
291 - HEART FAILURE & SHOCK W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,222,$53819.82,$17251.79,$16513.33
291 - HEART FAILURE & SHOCK W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,230,$94116.43,$27012.26,$26183.69
291 - HEART FAILURE & SHOCK W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,123,$23363.88,$19374.85,$18765.69
291 - HEART FAILURE & SHOCK W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,68,$47539.64,$14895.42,$14210.80
291 - HEART FAILURE & SHOCK W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,28,$19887.64,$19546.03,$19044.67
291 - HEART FAILURE & SHOCK W MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,22,$47230.00,$25268.63,$22753.54
291 - HEART FAILURE & SHOCK W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,113,$73873.52,$17097.77,$15875.44
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,29,$22169.41,$11165.17,$9504.37
291 - HEART FAILURE & SHOCK W MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,19,$41806.89,$12126.57,$10620.36
291 - HEART FAILURE & SHOCK W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,35,$40828.60,$19619.02,$18459.22
291 - HEART FAILURE & SHOCK W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,117,$28210.47,$15843.56,$14869.47
291 - HEART FAILURE & SHOCK W MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,14,$26507.07,$21178.28,$20700.00
291 - HEART FAILURE & SHOCK W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,106,$22599.03,$17652.32,$16997.60
291 - HEART FAILURE & SHOCK W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,88,$22669.01,$19005.60,$18255.38
291 - HEART FAILURE & SHOCK W MCC,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,24,$31526.12,$25326.33,$23704.20
291 - HEART FAILURE & SHOCK W MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,23,$40453.17,$18721.43,$17888.91
292 - HEART FAILURE & SHOCK W CC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,107,$18921.25,$10033.00,$9077.22
292 - HEART FAILURE & SHOCK W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,246,$31992.79,$12695.36,$11924.17
292 - HEART FAILURE & SHOCK W CC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,24,$36681.83,$10574.00,$10010.66
292 - HEART FAILURE & SHOCK W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,110,$40691.04,$12216.23,$11442.60
292 - HEART FAILURE & SHOCK W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,66,$25799.86,$13320.84,$12173.21
292 - HEART FAILURE & SHOCK W CC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,38,$21419.55,$12698.02,$11988.13
292 - HEART FAILURE & SHOCK W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,475,$43839.46,$13246.96,$12012.72
292 - HEART FAILURE & SHOCK W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,109,$51702.55,$9557.23,$8707.84
292 - HEART FAILURE & SHOCK W CC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,66,$31228.87,$11888.43,$11249.33
292 - HEART FAILURE & SHOCK W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,145,$31202.46,$9682.97,$8907.37
292 - HEART FAILURE & SHOCK W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,256,$44720.11,$12335.68,$11536.16
292 - HEART FAILURE & SHOCK W CC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,312,$55929.32,$13968.64,$13099.07
292 - HEART FAILURE & SHOCK W CC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,124,$20036.98,$13029.80,$12369.31
292 - HEART FAILURE & SHOCK W CC,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,18,$17438.00,$14822.33,$14139.44
292 - HEART FAILURE & SHOCK W CC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,53,$30980.90,$10078.58,$9298.33
292 - HEART FAILURE & SHOCK W CC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,48,$10924.97,$13257.85,$12628.43
292 - HEART FAILURE & SHOCK W CC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,53,$25205.62,$14581.84,$14227.11
292 - HEART FAILURE & SHOCK W CC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,208,$39956.95,$10074.67,$9251.73
292 - HEART FAILURE & SHOCK W CC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,53,$25059.11,$12259.84,$11579.39
292 - HEART FAILURE & SHOCK W CC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,42,$28067.80,$8601.88,$7883.30
292 - HEART FAILURE & SHOCK W CC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,98,$18040.17,$12681.96,$11507.38
292 - HEART FAILURE & SHOCK W CC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,174,$20206.90,$11191.95,$10415.13
292 - HEART FAILURE & SHOCK W CC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,22,$26602.86,$15478.31,$14427.90
292 - HEART FAILURE & SHOCK W CC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,93,$15302.55,$12425.59,$11684.80
292 - HEART FAILURE & SHOCK W CC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,103,$16520.75,$13205.54,$12404.34
292 - HEART FAILURE & SHOCK W CC,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,36,$12106.72,$13104.86,$12237.61
292 - HEART FAILURE & SHOCK W CC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,27,$31687.00,$13291.44,$12635.85
293 - HEART FAILURE & SHOCK W/O CC/MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,62,$12068.16,$6601.37,$5937.09
293 - HEART FAILURE & SHOCK W/O CC/MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,92,$18756.21,$8588.51,$7503.71
293 - HEART FAILURE & SHOCK W/O CC/MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,13,$22304.61,$6978.38,$6284.23
293 - HEART FAILURE & SHOCK W/O CC/MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,67,$20149.77,$7788.91,$7017.44
293 - HEART FAILURE & SHOCK W/O CC/MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,30,$18251.30,$8965.23,$8252.56
293 - HEART FAILURE & SHOCK W/O CC/MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,17,$10714.94,$8165.00,$6841.47
293 - HEART FAILURE & SHOCK W/O CC/MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,139,$23885.21,$7964.19,$7078.02
293 - HEART FAILURE & SHOCK W/O CC/MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,50,$32372.86,$6779.36,$5395.92
293 - HEART FAILURE & SHOCK W/O CC/MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,25,$19492.52,$8364.96,$7082.80
293 - HEART FAILURE & SHOCK W/O CC/MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,60,$22121.21,$6573.86,$5487.01
293 - HEART FAILURE & SHOCK W/O CC/MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,129,$27413.21,$7845.09,$7066.29
293 - HEART FAILURE & SHOCK W/O CC/MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,150,$30994.29,$8989.17,$8073.98
293 - HEART FAILURE & SHOCK W/O CC/MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,49,$11700.67,$8210.26,$7537.95
293 - HEART FAILURE & SHOCK W/O CC/MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,14,$23444.71,$6729.28,$5516.21
293 - HEART FAILURE & SHOCK W/O CC/MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,24,$8848.70,$9392.58,$8690.41
293 - HEART FAILURE & SHOCK W/O CC/MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,30,$18053.70,$9748.30,$9185.50
293 - HEART FAILURE & SHOCK W/O CC/MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,62,$24112.72,$6913.14,$5532.20
293 - HEART FAILURE & SHOCK W/O CC/MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,34,$19329.94,$8154.23,$7460.70
293 - HEART FAILURE & SHOCK W/O CC/MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,18,$14069.88,$5704.27,$5021.38
293 - HEART FAILURE & SHOCK W/O CC/MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,27,$11566.66,$8290.77,$7459.37
293 - HEART FAILURE & SHOCK W/O CC/MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,90,$15209.20,$7522.40,$6672.73
293 - HEART FAILURE & SHOCK W/O CC/MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,14,$12029.35,$9785.14,$9145.14
293 - HEART FAILURE & SHOCK W/O CC/MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,30,$11696.23,$8521.46,$7808.80
293 - HEART FAILURE & SHOCK W/O CC/MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,73,$10465.79,$8949.71,$8158.10
293 - HEART FAILURE & SHOCK W/O CC/MCC,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,30,$11217.46,$9291.80,$8653.53
300 - PERIPHERAL VASCULAR DISORDERS W CC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,49,$15944.91,$9321.73,$8524.48
300 - PERIPHERAL VASCULAR DISORDERS W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,109,$25363.22,$11712.89,$10490.59
300 - PERIPHERAL VASCULAR DISORDERS W CC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,13,$31372.00,$10108.53,$9501.46
300 - PERIPHERAL VASCULAR DISORDERS W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,45,$32840.91,$11104.82,$10244.97
300 - PERIPHERAL VASCULAR DISORDERS W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,22,$22725.54,$12680.27,$11368.59
300 - PERIPHERAL VASCULAR DISORDERS W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,136,$32023.19,$11493.75,$10006.31
300 - PERIPHERAL VASCULAR DISORDERS W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,47,$49643.97,$9071.59,$8019.38
